time,Locus_tag,name,COG_category,FC,sig,loc,res
7d,DLM_3090,ubiA,H,-0.51840415,,12,
7d,DLM_3091,NA,,0.311518978,,15,
7d,DLM_3092,COG3617,K,-0.407188279,,2,
7d,DLM_3093,NA,,-0.509954658,,15,
7d,DLM_3094,mutT,LR,-0.499866829,,11,
7d,DLM_3095,rhaT,GER,0.182192432,,6,
7d,DLM_3096,COG2607,R,-0.737799281,,13,
7d,DLM_3097,serB,E,-0.721707709,,1,
7d,DLM_3099,NA,,1.854419257,,15,
7d,DLM_3100,purM,F,0.753741307,,12,
7d,DLM_3101,purN,F,-0.609020505,,12,
7d,DLM_3102,NA,,-0.024803391,,15,
7d,DLM_3103,sun,J,-0.151358551,,12,
7d,DLM_3104,eriC,P,0.615317697,,7,
7d,DLM_3105,COG0278,O,-0.281088677,,10,
7d,DLM_3106,rtn,T,0.636572866,,3,
7d,DLM_3107,upp,F,-0.283292948,,12,
7d,DLM_3108,NA,,-0.1150012,,15,
7d,DLM_3109,uraA,F,0.141384049,,12,
7d,DLM_3110,rimL,J,0.148835299,,12,
7d,DLM_3111,rimL,J,0.434398224,,12,
7d,DLM_3112,nuoI,C,0.159125951,,4,
7d,DLM_3113,pncA,Q,-0.618483109,,12,
7d,DLM_3114,bglG,K,-0.299415021,,2,
7d,DLM_3115,ptsG,G,0.559720378,,6,
7d,DLM_3116,bglB,G,-0.001462774,,6,
7d,DLM_3117,NA,,0.179508576,,15,
7d,DLM_3118,phoE,G,-0.288592598,,6,
7d,DLM_3119,oprB,M,0.277903557,,5,
7d,DLM_3120,COG4390,S,-0.020698993,,14,
7d,DLM_3121,sdaC,E,-0.011159816,,1,
7d,DLM_3122,NA,,0.936516141,,15,
7d,DLM_3123,dadA,E,-0.414596412,,1,
7d,DLM_3124,rplI,J,-2.25885873,,12,
7d,DLM_3125,rpsR,J,-0.039077522,,12,
7d,DLM_3128,NA,,0.713479132,,15,
7d,DLM_3129,COG1937,S,0.396806762,,14,
7d,DLM_3130,sufI,Q,0.002056921,,12,
7d,DLM_3131,spoU,J,-0.216423464,,12,
7d,DLM_3132,COG5001,T,0.284109072,,3,
7d,DLM_3133,mfd,LK,0.145762153,,11,
7d,DLM_3134,caiD,I,0.150889058,,9,
7d,DLM_3135,paaJ,I,0.288873393,,9,
7d,DLM_3136,caiD,I,-1.146979521,,9,
7d,DLM_3137,acrR,K,-1.75122528,Depleted,2,
7d,DLM_3138,fdx,C,3.002287301,,4,
7d,DLM_3139,paaD,R,3.175327419,,13,
7d,DLM_3140,COG3396,S,-0.255610635,,14,
7d,DLM_3141,COG3460,Q,-0.117964027,,12,
7d,DLM_3142,COG3396,S,-0.163390426,,14,
7d,DLM_3143,paaK,H,-0.053437065,,12,
7d,DLM_3144,fadB,I,0.223675958,,9,
7d,DLM_3145,caiD,I,-0.508576067,,9,
7d,DLM_3146,putA,C,0.637892337,,4,
7d,DLM_3147,paaY,R,0.447214605,,13,
7d,DLM_3148,COG3162,S,-0.150689223,,14,
7d,DLM_3149,dhlC,R,0.237999375,,13,
7d,DLM_3150,clpP,OU,-0.112540341,,10,
7d,DLM_3151,NA,,1.14076443,,15,
7d,DLM_3152,putA,C,-0.044611397,,4,
7d,DLM_3153,cynT,P,-0.388833606,,7,
7d,DLM_3154,rhaT,GER,-0.062066132,,6,
7d,DLM_3155,fabG,IQR,-0.001165861,,9,
7d,DLM_3156,lysR,K,0.313528795,,2,
7d,DLM_3157,ubiH,HC,-0.212147707,,12,
7d,DLM_3158,COG3111,S,0.394795272,,14,
7d,DLM_3159,ppsA,G,-1.25885873,,6,
7d,DLM_3160,COG1806,S,0.748010001,,14,
7d,DLM_3161,trpS,J,0.26749464,,12,
7d,DLM_3162,pheA,E,0.573541322,,1,
7d,DLM_3163,creA,S,0.424926826,,14,
7d,DLM_3164,COG1434,S,0.233224995,,14,
7d,DLM_3165,phnP,R,-0.711303918,,13,
7d,DLM_3166,tatD,L,-1.735296774,Depleted,11,
7d,DLM_3167,pilZ,NU,-0.393941043,,8,
7d,DLM_3170,COG1559,R,-0.063153181,,13,
7d,DLM_3171,NA,,0.733070228,,15,
7d,DLM_3172,NA,,0.481628498,,15,
7d,DLM_3173,fadR,K,1.376765403,,2,
7d,DLM_3174,cynX,P,0.287659404,,7,
7d,DLM_3175,NA,,-0.837203352,,15,
7d,DLM_3176,COG3127,Q,-0.298685377,,12,
7d,DLM_3177,COG4181,Q,-0.029443778,,12,
7d,DLM_3178,tesA,E,0.550038584,,1,
7d,DLM_3179,COG2199,T,-0.369320093,,3,
7d,DLM_3180,COG2199,T,0.292136456,,3,
7d,DLM_3181,ahpC,O,-0.692813442,,10,
7d,DLM_3185,fabI,I,-0.125283509,,9,
7d,DLM_3186,pta,C,0.559740949,,4,
7d,DLM_3187,ackA,C,-0.493519989,,4,
7d,DLM_3189,mviN,R,-0.976088106,,13,
7d,DLM_3190,NA,,-0.065686447,,15,
7d,DLM_3191,COG0780,R,-0.530835423,,13,
7d,DLM_3193,NA,,0.027523914,,15,
7d,DLM_3194,rluA,J,0.209510441,,12,
7d,DLM_3195,COG2872,R,0.50828987,,13,
7d,DLM_3196,gyrB,L,-0.735296774,,11,
7d,DLM_3198,glnA,E,-0.309880129,,1,
7d,DLM_3199,dadA,E,-0.254670933,,1,
7d,DLM_3200,cls,I,-0.250393766,,9,
7d,DLM_3201,NA,,0.100176529,,15,
7d,DLM_3208,COG3118,O,-0.854237847,,10,
7d,DLM_3209,hpaF,E,0.848617637,,1,
7d,DLM_3210,COG1092,R,-0.257147009,,13,
7d,DLM_3211,coaD,H,-1.630114537,,12,
7d,DLM_3212,appF,E,-1.051578306,Depleted,1,
7d,DLM_3213,dppD,EP,-0.084304403,,1,
7d,DLM_3214,dppC,EP,0.763885631,,1,
7d,DLM_3215,dppB,EP,-0.455774245,,1,
7d,DLM_3216,ddpA,E,-0.018194607,,1,
7d,DLM_3217,fabH,I,0.020916523,,9,
7d,DLM_3218,NA,,-0.199709342,,15,
7d,DLM_3225,fdx,C,-2.146229875,,4,
7d,DLM_3226,COG2975,S,-2.312725602,,14,
7d,DLM_3227,gst,O,-0.645069878,,10,
7d,DLM_3228,udk,F,0.041084545,,12,
7d,DLM_3229,NA,,0.095907536,,15,
7d,DLM_3230,COG3616,E,0.055499829,,1,
7d,DLM_3231,gntT,GE,0.281475327,,6,
7d,DLM_3232,COG3653,Q,0.459126117,,12,
7d,DLM_3233,tdcF,J,1.488835018,,12,
7d,DLM_3234,rbsK,G,0.208956583,,6,
7d,DLM_3235,NA,,0.010281951,,15,
7d,DLM_3237,hisJ,ET,0.690022502,,1,
7d,DLM_3239,COG3383,R,0.438145775,,13,
7d,DLM_3240,nuoF,C,-0.494177144,,4,
7d,DLM_3241,nuoE,C,-0.664456533,,4,
7d,DLM_3242,tdh,ER,-0.15575767,,1,
7d,DLM_3243,NA,,-0.932647519,,15,
7d,DLM_3244,NA,,0.143096818,,15,
7d,DLM_3245,proX,E,0.421695995,,1,
7d,DLM_3246,NA,,-0.179747001,,15,
7d,DLM_3247,COG4977,K,-0.088712846,,2,
7d,DLM_3248,proW,E,0.112270823,,1,
7d,DLM_3249,proV,E,0.277051619,,1,
7d,DLM_3250,NA,,0.479716117,,15,
7d,DLM_3251,NA,,-0.39192026,,15,
7d,DLM_3252,nqrF,C,0.183195545,,4,
7d,DLM_3253,hcaE,PR,0.136569208,,7,
7d,DLM_3254,NA,,0.344756478,,15,
7d,DLM_3255,fixB,C,-0.725243109,,4,
7d,DLM_3256,glpC,C,-0.771548898,,4,
7d,DLM_3257,hcaD,R,-0.645927831,,13,
7d,DLM_3258,COG1719,R,-1.221308992,,13,
7d,DLM_3259,NA,,-2.029917523,,15,
7d,DLM_3260,pldB,I,0.466001616,,9,
7d,DLM_3261,proX,E,0.39832779,,1,
7d,DLM_3262,COG2355,E,-0.003728662,,1,
7d,DLM_3263,araJ,G,0.233537652,,6,
7d,DLM_3264,COG4583,E,-0.254371339,,1,
7d,DLM_3265,hcaD,R,0.305312288,,13,
7d,DLM_3266,soxD,E,0.290014315,,1,
7d,DLM_3267,dadA,E,-0.049291543,,1,
7d,DLM_3268,purU,F,0.266557193,,12,
7d,DLM_3269,COG3791,S,0.198614036,,14,
7d,DLM_3270,mazF,T,-0.834030727,,3,
7d,DLM_3272,NA,,-0.469253618,,15,
7d,DLM_3273,COG3617,K,-0.588569486,,2,
7d,DLM_3274,putA,C,-0.459674195,,4,
7d,DLM_3275,betA,E,-0.037622296,,1,
7d,DLM_3276,NA,,-0.020698993,,15,
7d,DLM_3277,tar,NT,-0.299226748,,8,
7d,DLM_3278,hmp,C,0.29539013,,4,
7d,DLM_3279,COG1959,K,-0.016311675,,2,
7d,DLM_3280,hemN,H,0.042036763,,12,
7d,DLM_3281,crp,T,-0.689493084,,3,
7d,DLM_3282,wrbA,R,-0.407722116,,13,
7d,DLM_3283,COG3782,S,-0.39192026,,14,
7d,DLM_3284,lasT,J,-0.162379615,,12,
7d,DLM_3286,gloB,R,0.153356043,,13,
7d,DLM_3287,marR,K,-0.720499772,,2,
7d,DLM_3288,hisJ,ET,-0.085926202,,1,
7d,DLM_3289,COG4095,S,-0.178742688,,14,
7d,DLM_3290,ugpQ,C,0.369323556,,4,
7d,DLM_3291,appB,C,-0.178742688,,4,
7d,DLM_3292,cydA,C,-0.141207141,,4,
7d,DLM_3293,COG1510,K,-0.509577002,,2,
7d,DLM_3294,mutS,L,2.321206159,Enriched,11,
7d,DLM_3295,NA,,-0.194728392,,15,
7d,DLM_3296,NA,,-0.885796277,,15,
7d,DLM_3297,COG4579,T,0.978994475,,3,
7d,DLM_3298,rsuA,J,0.138891473,,12,
7d,DLM_3300,icd,C,-0.930992993,,4,
7d,DLM_3301,lysR,K,-0.081071611,,2,
7d,DLM_3302,NA,,0.100697802,,15,
7d,DLM_3303,cspC,K,3.150388535,Enriched,2,
7d,DLM_3304,COG2127,S,0.50220254,,14,
7d,DLM_3305,clpA,O,-0.143102704,,10,
7d,DLM_3306,xerD,L,0.275275566,,11,
7d,DLM_3311,rimL,J,-0.058208189,,12,
7d,DLM_3312,nadA,H,-2.180891065,Depleted,12,
7d,DLM_3313,surE,R,0.759609631,,13,
7d,DLM_3314,pcm,O,-0.002853094,,10,
7d,DLM_3315,nlpD,M,6.682709444,Enriched,5,
7d,DLM_3316,rpoS,K,7.190108935,Enriched,2,
7d,DLM_3317,COG1305,E,0.454305712,,1,
7d,DLM_3318,COG1721,R,0.108648248,,13,
7d,DLM_3319,COG0714,R,0.2188279,,13,
7d,DLM_3320,acuC,BQ,-1.955110651,Depleted,12,
7d,DLM_3321,COG0344,S,-0.116118558,,14,
7d,DLM_3323,paaI,Q,0.113614023,,12,
7d,DLM_3324,COG2346,R,-0.414586657,,13,
7d,DLM_3325,purT,F,-0.28153322,,12,
7d,DLM_3326,dadA,E,-0.369803462,,1,
7d,DLM_3327,cheR,NT,-1.811788497,Depleted,8,
7d,DLM_3329,argC,E,-0.440707634,,1,
7d,DLM_3330,tar,NT,0.001056218,,8,
7d,DLM_3333,deoD,F,-0.4719849,,12,
7d,DLM_3334,deoB,G,0.258314898,,6,
7d,DLM_3335,deoA,F,-0.069499329,,12,
7d,DLM_3336,deoC,F,0.357812631,,12,
7d,DLM_3337,mutT,LR,-0.177026391,,11,
7d,DLM_3338,spoT,TK,-0.454115021,,3,
7d,DLM_3339,mutY,L,1.352575982,,11,
7d,DLM_3340,COG0116,L,-0.150605839,,11,
7d,DLM_3341,marC,U,-0.177043083,,12,
7d,DLM_3342,smc,D,0.819969678,,12,
7d,DLM_3343,NA,,-0.332231916,,15,
7d,DLM_3344,gltP,C,0.029254652,,4,
7d,DLM_3345,lysR,K,-0.163614213,,2,
7d,DLM_3346,COG2259,S,0.150157321,,14,
7d,DLM_3347,fruB,G,-0.381650777,,6,
7d,DLM_3348,ptsG,G,-0.271479672,,6,
7d,DLM_3349,cof,R,0.021293551,,13,
7d,DLM_3352,gst,O,0.094778225,,10,
7d,DLM_3353,mhpD,Q,-0.113173588,,12,
7d,DLM_3354,hmgA,Q,0.040251283,,12,
7d,DLM_3355,COG3185,ER,-0.387984531,,1,
7d,DLM_3356,NA,,-0.267977374,,15,
7d,DLM_3357,lrp,K,0.476558908,,2,
7d,DLM_3358,rbsB,G,-0.224905252,,6,
7d,DLM_3359,pleD,T,-0.064459378,,3,
7d,DLM_3360,metF,E,-1.514373742,,1,
7d,DLM_3361,sAM1,H,-0.596489206,,12,
7d,DLM_3362,rocR,KT,0.107685633,,2,
7d,DLM_3363,sspB,R,0.282453628,,13,
7d,DLM_3365,cYT1,C,-1.462460901,,4,
7d,DLM_3366,qcrB,C,-2.337438865,Depleted,4,
7d,DLM_3367,qcrA,C,-1.483273149,,4,
7d,DLM_3368,COG0327,S,0.065685313,,14,
7d,DLM_3369,groL,O,-0.141856119,,10,
7d,DLM_3371,rfe,M,1.619467127,Enriched,5,
7d,DLM_3372,rfbB,M,0.309779934,,5,
7d,DLM_3373,rfbD,M,-0.147939117,,5,
7d,DLM_3374,rfbA,M,-0.409896487,,5,
7d,DLM_3375,COG1086,MG,2.099143417,Enriched,5,
7d,DLM_3376,wecE,M,1.385198518,,5,
7d,DLM_3377,spsF,M,6.204104863,Enriched,5,3D7E
7d,DLM_3378,hemL,H,5.075726537,Enriched,12,
7d,DLM_3379,spsE,M,1.63210024,Enriched,5,
7d,DLM_3380,NA,,2.509815724,,15,
7d,DLM_3381,NA,,3.349219045,Enriched,15,
7d,DLM_3382,NA,,-0.767913725,,15,
7d,DLM_3385,gltD,ER,-2.789804192,Depleted,1,Both
7d,DLM_3386,NA,,-3.536196674,Depleted,15,
7d,DLM_3387,gltB,E,-2.734116762,Depleted,1,Both
7d,DLM_3388,cls,I,-0.255757826,,9,
7d,DLM_3389,ldcC,E,0.04867471,,1,
7d,DLM_3390,NA,,-0.504593955,,15,
7d,DLM_3391,betA,E,0.422836013,,1,
7d,DLM_3392,araC,K,1.064316113,,2,
7d,DLM_3393,hmp,C,-0.086203936,,4,
7d,DLM_3394,metC,E,0.15789361,,1,
7d,DLM_3395,fAA1,I,0.317094424,,9,
7d,DLM_3396,hisM,E,-0.311646144,,1,
7d,DLM_3397,hisJ,ET,0.060870134,,1,
7d,DLM_3398,COG0730,R,0.289940518,,13,
7d,DLM_3399,COG5339,S,0.414030278,,14,
7d,DLM_3400,NA,,0.086042378,,15,
7d,DLM_3401,NA,V,0.189415099,,12,
7d,DLM_3402,COG0610,V,0.842774147,,12,
7d,DLM_3403,NA,,0.540913021,,15,
7d,DLM_3404,hsdS,V,0.359544904,,12,
7d,DLM_3405,NA,V,-0.051280505,,12,
7d,DLM_3406,COG3177,S,0.312690061,,14,
7d,DLM_3407,COG0012,J,-0.177055304,,12,
7d,DLM_3408,pth,J,-0.534038566,,12,
7d,DLM_3415,nei,L,-0.069733281,,11,
7d,DLM_3416,apaH,T,-1.677811279,Depleted,3,
7d,DLM_3417,uvrD,L,-0.89628865,,11,
7d,DLM_3418,cycB,C,-0.085794021,,4,
7d,DLM_3420,bfr,P,0.019490097,,7,
7d,DLM_3421,bfr,P,-0.4213454,,7,
7d,DLM_3422,arcB,T,0.258647745,,3,
7d,DLM_3423,NA,,0.117119393,,15,
7d,DLM_3424,mutT,LR,-0.122319897,,11,
7d,DLM_3425,recD,L,0.045534706,,11,
7d,DLM_3426,hisJ,ET,-0.689493084,,1,
7d,DLM_3427,COG2326,S,-0.190445277,,14,
7d,DLM_3430,COG3094,S,-0.471747028,,14,
7d,DLM_3431,COG0826,O,-0.222096071,,10,
7d,DLM_3432,COG0826,O,-0.149234239,,10,
7d,DLM_3433,COG3154,I,-0.5329583,,9,
7d,DLM_3434,lysR,K,0.684200374,,2,
7d,DLM_3435,citB,TK,0.368656068,,3,
7d,DLM_3436,putA,C,0.307791893,,4,
7d,DLM_3437,NA,,0.744334252,,15,
7d,DLM_3438,dhlC,R,-0.278031039,,13,
7d,DLM_3439,gst,O,0.378874246,,10,
7d,DLM_3440,COG3837,S,0.408886815,,14,
7d,DLM_3441,glcD,C,-1.660109277,,4,
7d,DLM_3442,rfaF,M,-0.05558451,,5,
7d,DLM_3443,tar,T,-0.041829493,,3,
7d,DLM_3444,caiC,IQ,0.323475726,,9,
7d,DLM_3446,COG4567,TK,-0.064524389,,3,
7d,DLM_3447,baeS,T,1.357465453,,3,
7d,DLM_3448,NA,,-0.388873573,,15,
7d,DLM_3450,ompR,TK,0.593372316,,3,
7d,DLM_3451,COG3658,C,-0.103408737,,4,
7d,DLM_3452,COG5591,S,0.032042469,,14,
7d,DLM_3453,COG2908,S,0.01065971,,14,
7d,DLM_3454,rfaG,M,0.966523734,,5,
7d,DLM_3455,leuB,CE,-0.078520786,,4,
7d,DLM_3458,NA,,-1.530578864,,15,
7d,DLM_3459,NA,,0.296580242,,15,
7d,DLM_3460,xthA,L,1.418248484,,11,
7d,DLM_3461,opgE,R,-0.274665203,,13,
7d,DLM_3462,NA,,0.909004395,,15,
7d,DLM_3463,dcp,E,0.157157803,,1,
7d,DLM_3464,paaY,R,-0.122025199,,13,
7d,DLM_3465,COG1247,M,0.206998128,,5,
7d,DLM_3466,potE,E,0.105936923,,1,
7d,DLM_3467,glpK,C,0.024213429,,4,
7d,DLM_3468,hcaD,R,-0.24155636,,13,
7d,DLM_3469,COG0579,R,-0.003950076,,13,
7d,DLM_3470,glpR,KG,-0.058478841,,2,
7d,DLM_3471,NA,,-0.406330225,,15,
7d,DLM_3472,NA,,0.200340245,,15,
7d,DLM_3473,NA,,-0.063223609,,15,
7d,DLM_3474,vgrG,S,-0.255452128,,14,
7d,DLM_3475,nlpD,M,-0.193166189,,5,
7d,DLM_3476,icmF,S,0.13895363,,14,
7d,DLM_3477,tar,NT,0.891186513,,8,
7d,DLM_3478,tpx,O,-0.977279923,,10,
7d,DLM_3479,COG0599,S,0.042610399,,14,
7d,DLM_3480,hisC,E,-0.239640814,,1,
7d,DLM_3481,rhaT,GER,0.28133854,,6,
7d,DLM_3482,NA,,0.137384396,,15,
7d,DLM_3483,gloB,R,0.008494538,,13,
7d,DLM_3484,NA,,-0.315397303,,15,
7d,DLM_3485,smc,D,-0.177823559,,12,
7d,DLM_3486,NA,,0.383691262,,15,
7d,DLM_3487,NA,,-0.311036211,,15,
7d,DLM_3488,proP,GEPR,0.383293055,,6,
7d,DLM_3489,NA,,0.425984133,,15,
7d,DLM_3490,argE,E,0.254916173,,1,
7d,DLM_3491,lysR,K,-0.021982872,,2,
7d,DLM_3492,NA,,-0.648339596,,15,
7d,DLM_3493,NA,,-0.573240016,,15,
7d,DLM_3495,NA,,0.014302888,,15,
7d,DLM_3496,hisP,E,0.021846702,,1,
7d,DLM_3497,artM,E,0.124222003,,1,
7d,DLM_3498,artQ,E,-0.273421024,,1,
7d,DLM_3499,hisJ,ET,-0.439803288,,1,
7d,DLM_3503,ispA,H,-0.983224287,,12,
7d,DLM_3505,xerC,L,0.052370736,,11,
7d,DLM_3511,NA,,-0.291930551,,15,
7d,DLM_3512,COG3596,R,-0.264820288,,13,
7d,DLM_3513,NA,,-0.25421717,,15,
7d,DLM_3514,NA,,-0.405095053,,15,
7d,DLM_3515,vgrG,S,-0.041515999,,14,
7d,DLM_3518,NA,,-0.120364458,,15,
7d,DLM_3519,NA,,-0.709711364,,15,
7d,DLM_3520,COG1835,I,-0.37410731,,9,
7d,DLM_3521,NA,,-0.228406573,,15,
7d,DLM_3522,nptA,P,0.427638854,,7,
7d,DLM_3523,fmt,J,-0.054735317,,12,
7d,DLM_3524,tolC,MU,0.099416546,,5,
7d,DLM_3525,NA,V,0.007638449,,12,
7d,DLM_3526,NA,V,0.226354679,,12,
7d,DLM_3527,acrA,M,0.189204921,,5,
7d,DLM_3529,pilM,NU,-0.071684803,,8,
7d,DLM_3530,pilN,NU,0.334875819,,8,
7d,DLM_3531,pilO,NU,0.009062622,,8,
7d,DLM_3532,pilP,NU,-0.028147636,,8,
7d,DLM_3533,pilQ,U,-0.212942895,,12,
7d,DLM_3534,aroK,E,1.230526111,,1,
7d,DLM_3535,aroB,E,1.359817766,,1,
7d,DLM_3536,fimV,NU,-0.652422592,,8,
7d,DLM_3538,rfaF,M,-0.860451905,,5,
7d,DLM_3539,NA,,2.866846887,Enriched,15,
7d,DLM_3542,rfaG,M,6.106034478,Enriched,5,
7d,DLM_3543,ptsA,G,2.509569509,Enriched,6,3D7E
7d,DLM_3545,manX,G,-2.080125271,Depleted,6,
7d,DLM_3546,cysG,H,-1.617690287,Depleted,12,Both
7d,DLM_3547,COG2199,T,0.126487084,,3,
7d,DLM_3548,NA,,1.02998862,,15,
7d,DLM_3549,rbn,S,-0.086411289,,14,
7d,DLM_3550,wrbA,R,-0.354361927,,13,
7d,DLM_3551,asnB,E,-0.249372608,,1,
7d,DLM_3552,araC,K,0.06284375,,2,
7d,DLM_3553,narK,P,0.04450143,,7,
7d,DLM_3554,COG3895,R,0.233940972,,13,
7d,DLM_3555,NA,,-0.832827311,,15,
7d,DLM_3556,ubiE,H,-0.507886278,,12,
7d,DLM_3557,met2,E,-0.680278479,,1,
7d,DLM_3558,NA,,-0.223136808,,15,
7d,DLM_3559,COG1242,R,-0.076232408,,13,
7d,DLM_3560,COG2041,R,0.424308042,,13,
7d,DLM_3561,COG2717,S,0.28096264,,14,
7d,DLM_3562,paaJ,I,-0.10925905,,9,
7d,DLM_3563,fadB,I,0.916635737,,9,
7d,DLM_3564,caiD,I,0.049690335,,9,
7d,DLM_3565,proP,GEPR,-0.046998672,,6,
7d,DLM_3566,caiB,C,-0.387907967,,4,
7d,DLM_3567,caiA,I,0.152543391,,9,
7d,DLM_3568,lysR,K,-0.005780954,,2,
7d,DLM_3569,ebsC,S,0.274020988,,14,
7d,DLM_3570,napH,C,0.317103967,,4,
7d,DLM_3571,fTR1,P,-0.011223129,,7,
7d,DLM_3572,NA,,0.551399108,,15,
7d,DLM_3573,tpd,P,-0.033094878,,7,
7d,DLM_3574,NA,,0.352166067,,15,
7d,DLM_3575,araJ,G,-0.024741525,,6,
7d,DLM_3576,arsC,P,-3.045909555,,7,
7d,DLM_3577,marR,K,-0.030498997,,2,
7d,DLM_3578,tolC,MU,0.60884819,,5,
7d,DLM_3579,emrA,V,-0.071153707,,12,
7d,DLM_3580,araJ,G,0.267915641,,6,
7d,DLM_3581,lysR,K,0.317027016,,2,
7d,DLM_3582,lysR,K,-0.493069667,,2,
7d,DLM_3583,dgoK,G,0.231280225,,6,
7d,DLM_3584,rbsB,G,0.609753207,,6,
7d,DLM_3585,mglA,G,-0.001302424,,6,
7d,DLM_3586,araH,G,0.166363263,,6,
7d,DLM_3587,COG3386,G,-0.096557281,,6,
7d,DLM_3588,fabG,IQR,0.239099729,,9,
7d,DLM_3589,eda,G,1.88419341,,6,
7d,DLM_3590,COG4948,MR,0.331789174,,5,
7d,DLM_3591,galM,G,0.205481689,,6,
7d,DLM_3592,tdh,ER,0.116106734,,1,
7d,DLM_3593,araH,G,1.065923362,,6,
7d,DLM_3594,mglA,G,-0.25885873,,6,
7d,DLM_3596,pilE,NU,0.521521225,,8,
7d,DLM_3597,pilX,NU,1.02381936,,8,
7d,DLM_3598,NA,,-0.165647329,,15,
7d,DLM_3599,pilV,NU,-0.090031014,,8,
7d,DLM_3600,fimT,NU,-0.201271238,,8,
7d,DLM_3602,araJ,G,0.399370903,,6,
7d,DLM_3603,NA,,0.186528153,,15,
7d,DLM_3604,exo,L,0.342068778,,11,
7d,DLM_3605,COG1611,R,-1.125951147,Depleted,13,
7d,DLM_3606,NA,,0.860238067,,15,
7d,DLM_3607,srkA,R,-0.672619266,,13,
7d,DLM_3608,lysR,K,0.506076849,,2,
7d,DLM_3609,COG2855,S,0.307791893,,14,
7d,DLM_3610,COG2879,S,0.759376842,,14,
7d,DLM_3611,cstA,T,-0.147568803,,3,
7d,DLM_3612,ompR,TK,-0.121808575,,3,
7d,DLM_3613,baeS,T,-0.162411868,,3,
7d,DLM_3614,COG1647,R,-0.544442751,,13,
7d,DLM_3615,NA,,-0.22714987,,15,
7d,DLM_3616,hemF,H,0.423400972,,12,
7d,DLM_3617,COG2199,T,-0.809561423,,3,
7d,DLM_3618,acpD,I,0.295481888,,9,
7d,DLM_3619,lysR,K,0.097041276,,2,
7d,DLM_3620,COG4191,T,-0.374686202,,3,
7d,DLM_3621,COG0412,Q,-0.27223776,,12,
7d,DLM_3622,COG2206,T,-0.072935961,,3,
7d,DLM_3623,tar,NT,-0.291883574,,8,
7d,DLM_3624,COG2206,T,-0.174018156,,3,
7d,DLM_3625,NA,,0.738979929,,15,
7d,DLM_3627,ttrR,T,0.454896825,,3,
7d,DLM_3628,COG4191,T,-0.020821885,,3,
7d,DLM_3629,araJ,G,0.14491275,,6,
7d,DLM_3630,lysR,K,-0.139437999,,2,
7d,DLM_3631,araJ,G,0.040072333,,6,
7d,DLM_3632,tas,C,0.051490043,,4,
7d,DLM_3633,COG1795,S,0.756702707,,14,
7d,DLM_3634,pncA,Q,0.310506916,,12,
7d,DLM_3635,NA,,0.21003032,,15,
7d,DLM_3636,COG0790,R,-0.347942273,,13,
7d,DLM_3637,COG0790,R,-0.640468852,,13,
7d,DLM_3638,COG0790,R,0.00166882,,13,
7d,DLM_3639,cls,I,0.144496964,,9,
7d,DLM_3642,vgrG,S,-0.100705188,,14,
7d,DLM_3643,NA,,-1.037046987,,15,
7d,DLM_3646,NA,,0.120434958,,15,
7d,DLM_3647,vgrG,S,-0.060227357,,14,
7d,DLM_3648,ilvA,E,-0.013932753,,1,
7d,DLM_3649,tdcF,J,-0.238852733,,12,
7d,DLM_3650,araC,K,0.054791207,,2,
7d,DLM_3651,rpoE,K,-0.572322563,,2,
7d,DLM_3652,fecR,PT,-0.738513486,,7,
7d,DLM_3653,cirA,P,-0.001604352,,7,
7d,DLM_3654,pqqL,R,0.133855747,,13,
7d,DLM_3655,COG4178,R,-0.331865439,,13,
7d,DLM_3656,glmS,M,0.241513599,,5,
7d,DLM_3657,glpR,KG,0.135420209,,2,
7d,DLM_3659,atpC,C,-1.057224869,,4,
7d,DLM_3669,soj,D,0.958894797,,12,
7d,DLM_3670,gidB,M,-0.073166413,,5,
7d,DLM_3671,NA,D,0.25720869,,12,
7d,DLM_3672,COG3176,R,-0.24001967,,13,
7d,DLM_3673,COG1720,S,0.222833508,,14,
7d,DLM_3674,COG4395,S,0.171946085,,14,
7d,DLM_3675,rtn,T,-0.094741491,,3,
7d,DLM_3676,osmY,R,-0.18591891,,13,
7d,DLM_3677,gmhA,G,0.674740044,,6,
7d,DLM_3678,COG0792,L,-0.534317213,,11,
7d,DLM_3679,lppC,R,0.024876212,,13,
7d,DLM_3680,COG0313,R,-0.388651356,,13,
7d,DLM_3683,NA,,0.857853778,,15,
7d,DLM_3684,pTC1,T,-1.092848778,,3,
7d,DLM_3685,sPS1,RTKL,0.14350759,,13,
7d,DLM_3686,sPS1,RTKL,-0.129793495,,13,
7d,DLM_3687,cirA,P,-0.27325178,,7,
7d,DLM_3688,NA,,-0.781771204,,15,
7d,DLM_3689,rocR,KT,-0.111131782,,2,
7d,DLM_3690,tatD,L,-0.451105071,,11,
7d,DLM_3691,tar,NT,0.67592046,,8,
7d,DLM_3692,tolC,MU,-0.22523572,,5,
7d,DLM_3693,COG3672,S,4.098450344,Enriched,14,
7d,DLM_3694,rtn,T,4.849914924,Enriched,3,
7d,DLM_3695,NA,,0.095334445,,15,
7d,DLM_3696,citB,TK,-0.098644796,,3,
7d,DLM_3697,emrA,V,-0.361364478,,12,
7d,DLM_3698,sunT,V,0.004226467,,12,
7d,DLM_3699,COG3308,S,0.191626352,,14,
7d,DLM_3704,hisI,E,-0.944750139,,1,
